Year,Month,yday,date,Tide range (m)
2011,4,14,4/14/2011,0.642
2011,4,15,4/15/2011,0.774
2011,4,16,4/16/2011,0.837
2011,4,17,4/17/2011,0.916
2011,4,18,4/18/2011,0.916
2011,4,19,4/19/2011,0.898
2011,4,20,4/20/2011,0.847
2011,4,21,4/21/2011,0.749
2011,4,22,4/22/2011,0.736
2011,4,23,4/23/2011,0.645
2011,4,24,4/24/2011,0.584
2011,4,25,4/25/2011,0.527
2011,4,26,4/26/2011,0.492
2011,4,27,4/27/2011,0.507
2011,4,28,4/28/2011,0.531
2011,4,29,4/29/2011,0.568
2011,4,30,4/30/2011,0.592
2011,5,1,5/1/2011,0.679
2011,5,2,5/2/2011,0.667
2011,5,3,5/3/2011,0.688
2011,5,4,5/4/2011,0.688
2011,5,5,5/5/2011,0.721
2011,5,6,5/6/2011,0.655
2011,5,7,5/7/2011,0.611
2011,5,8,5/8/2011,0.604
2011,5,9,5/9/2011,0.599
2011,5,10,5/10/2011,0.56
2011,5,11,5/11/2011,0.616
2011,5,12,5/12/2011,0.64
2011,5,13,5/13/2011,0.749
2011,5,14,5/14/2011,0.81
2011,5,15,5/15/2011,0.923
2011,5,16,5/16/2011,0.911
2011,5,17,5/17/2011,0.877
2011,5,18,5/18/2011,0.851
2011,5,19,5/19/2011,0.797
2011,5,20,5/20/2011,0.732
2011,5,21,5/21/2011,0.754
2011,5,22,5/22/2011,0.649
2011,5,23,5/23/2011,0.612
2011,5,24,5/24/2011,0.535
2011,5,25,5/25/2011,0.503
2011,5,26,5/26/2011,0.524
2011,5,27,5/27/2011,0.525
2011,5,28,5/28/2011,0.571
2011,5,29,5/29/2011,0.576
2011,5,30,5/30/2011,0.628
2011,5,31,5/31/2011,0.642
2011,6,1,6/1/2011,0.64
2011,6,2,6/2/2011,0.704
2011,6,3,6/3/2011,0.734
2011,6,4,6/4/2011,0.703
2011,6,5,6/5/2011,0.697
2011,6,6,6/6/2011,0.622
2011,6,7,6/7/2011,0.636
2011,6,8,6/8/2011,0.672
2011,6,9,6/9/2011,0.669
2011,6,10,6/10/2011,0.7
2011,6,11,6/11/2011,0.751
2011,6,12,6/12/2011,0.783
2011,6,13,6/13/2011,0.803
2011,6,14,6/14/2011,0.853
2011,6,15,6/15/2011,0.77
2011,6,16,6/16/2011,0.834
2011,6,17,6/17/2011,0.745
2011,6,18,6/18/2011,0.697
2011,6,19,6/19/2011,0.642
2011,6,20,6/20/2011,0.634
2011,6,21,6/21/2011,0.569
2011,6,22,6/22/2011,0.551
2011,6,23,6/23/2011,0.546
2011,6,24,6/24/2011,0.537
2011,6,25,6/25/2011,0.555
2011,6,26,6/26/2011,0.546
2011,6,27,6/27/2011,0.559
2011,6,28,6/28/2011,0.577
2011,6,29,6/29/2011,0.676
2011,6,30,6/30/2011,0.678
2011,7,1,7/1/2011,0.719
2011,7,2,7/2/2011,0.742
2011,7,3,7/3/2011,0.783
2011,7,4,7/4/2011,0.776
2011,7,5,7/5/2011,0.714
2011,7,6,7/6/2011,0.746
2011,7,7,7/7/2011,0.736
2011,7,8,7/8/2011,0.707
2011,7,9,7/9/2011,0.703
2011,7,10,7/10/2011,0.696
2011,7,11,7/11/2011,0.738
2011,7,12,7/12/2011,0.737
2011,7,13,7/13/2011,0.731
2011,7,14,7/14/2011,0.762
2011,7,15,7/15/2011,0.759
2011,7,16,7/16/2011,0.746
2011,7,17,7/17/2011,0.697
2011,7,18,7/18/2011,0.637
2011,7,19,7/19/2011,0.619
2011,7,20,7/20/2011,0.616
2011,7,21,7/21/2011,0.567
2011,7,22,7/22/2011,0.539
2011,7,23,7/23/2011,0.489
2011,7,24,7/24/2011,0.505
2011,7,25,7/25/2011,0.518
2011,7,26,7/26/2011,0.578
2011,7,27,7/27/2011,0.587
2011,7,28,7/28/2011,0.62
2011,7,29,7/29/2011,0.724
2011,7,30,7/30/2011,0.797
2011,7,31,7/31/2011,0.847
2011,8,1,8/1/2011,0.798
2011,8,2,8/2/2011,0.814
2011,8,3,8/3/2011,0.797
2011,8,4,8/4/2011,0.79
2011,8,5,8/5/2011,0.725
2011,8,6,8/6/2011,0.692
2011,8,7,8/7/2011,0.676
2011,8,8,8/8/2011,0.635
2011,8,9,8/9/2011,0.624
2011,8,10,8/10/2011,0.674
2011,8,11,8/11/2011,0.7
2011,8,12,8/12/2011,0.702
2011,8,13,8/13/2011,0.68
2011,8,14,8/14/2011,0.688
2011,8,15,8/15/2011,0.655
2011,8,16,8/16/2011,0.669
2011,8,17,8/17/2011,0.635
2011,8,18,8/18/2011,0.584
2011,8,19,8/19/2011,0.632
2011,8,20,8/20/2011,0.55
2011,8,21,8/21/2011,0.528
2011,8,22,8/22/2011,0.489
2011,8,23,8/23/2011,0.511
2011,8,24,8/24/2011,0.534
2011,8,25,8/25/2011,0.618
2011,8,26,8/26/2011,0.673
2011,8,27,8/27/2011,0.721
2011,8,28,8/28/2011,0.811
2011,8,29,8/29/2011,0.881
2011,8,30,8/30/2011,0.879
2011,8,31,8/31/2011,0.852
2011,9,1,9/1/2011,0.825
2011,9,2,9/2/2011,0.799
2011,9,3,9/3/2011,0.74
2011,9,4,9/4/2011,0.675
2011,9,5,9/5/2011,0.632
2011,9,6,9/6/2011,0.618
2011,9,7,9/7/2011,0.572
2011,9,8,9/8/2011,0.57
2011,9,9,9/9/2011,0.64
2011,9,10,9/10/2011,0.641
2011,9,11,9/11/2011,0.666
2011,9,12,9/12/2011,0.696
2011,9,13,9/13/2011,0.642
2011,9,14,9/14/2011,0.676
2011,9,15,9/15/2011,0.63
2011,9,16,9/16/2011,0.578
2011,9,17,9/17/2011,0.554
2011,9,18,9/18/2011,0.554
2011,9,19,9/19/2011,0.518
2011,9,20,9/20/2011,0.499
2011,9,21,9/21/2011,0.509
2011,9,22,9/22/2011,0.525
2011,9,23,9/23/2011,0.609
2011,9,24,9/24/2011,0.647
2011,9,25,9/25/2011,0.764
2011,9,26,9/26/2011,0.796
2011,9,27,9/27/2011,0.888
2011,9,28,9/28/2011,0.928
2011,9,29,9/29/2011,0.915
2011,9,30,9/30/2011,0.905
2011,10,1,10/1/2011,0.846
2011,10,2,10/2/2011,0.758
2011,10,3,10/3/2011,0.644
2011,10,4,10/4/2011,0.627
2011,10,5,10/5/2011,0.562
2011,10,6,10/6/2011,0.576
2011,10,7,10/7/2011,0.586
2011,10,8,10/8/2011,0.637
2011,10,9,10/9/2011,0.61
2011,10,10,10/10/2011,0.655
2011,10,11,10/11/2011,0.682
2011,10,12,10/12/2011,0.664
2011,10,13,10/13/2011,0.721
2011,10,14,10/14/2011,0.679
2011,10,15,10/15/2011,0.651
2011,10,16,10/16/2011,0.634
2011,10,17,10/17/2011,0.538
2011,10,18,10/18/2011,0.539
2011,10,19,10/19/2011,0.569
2011,10,20,10/20/2011,0.496
2011,10,21,10/21/2011,0.565
2011,10,22,10/22/2011,0.648
2011,10,23,10/23/2011,0.713
2011,10,24,10/24/2011,0.761
2011,10,25,10/25/2011,0.86
2011,10,26,10/26/2011,0.918
2011,10,27,10/27/2011,0.939
2011,10,28,10/28/2011,0.934
2011,10,29,10/29/2011,0.851
2011,10,30,10/30/2011,0.814
2011,10,31,10/31/2011,0.748
2011,11,1,11/1/2011,0.671
2011,11,2,11/2/2011,0.568
2011,11,3,11/3/2011,0.556
2011,11,4,11/4/2011,0.577
2011,11,5,11/5/2011,0.524
2011,11,6,11/6/2011,0.564
2011,11,7,11/7/2011,0.618
2011,11,8,11/8/2011,0.633
2011,11,9,11/9/2011,0.688
2011,11,10,11/10/2011,0.666
2011,11,11,11/11/2011,0.677
2011,11,12,11/12/2011,0.716
2011,11,13,11/13/2011,0.685
2011,11,14,11/14/2011,0.645
2011,11,15,11/15/2011,0.598
2011,11,16,11/16/2011,0.571
2011,11,17,11/17/2011,0.549
2011,11,18,11/18/2011,0.581
2011,11,19,11/19/2011,0.587
2011,11,20,11/20/2011,0.686
2011,11,21,11/21/2011,0.711
2011,11,22,11/22/2011,0.772
2011,11,23,11/23/2011,0.82
2011,11,24,11/24/2011,0.922
2011,11,25,11/25/2011,0.929
2011,11,26,11/26/2011,0.903
2011,11,27,11/27/2011,0.859
2011,11,28,11/28/2011,0.751
2011,11,29,11/29/2011,0.767
2011,11,30,11/30/2011,0.648
2011,12,1,12/1/2011,0.574
2011,12,2,12/2/2011,0.561
2011,12,3,12/3/2011,0.481
2011,12,4,12/4/2011,0.458
2011,12,5,12/5/2011,0.592
2011,12,6,12/6/2011,0.546
2011,12,7,12/7/2011,0.566
2011,12,8,12/8/2011,0.657
2011,12,9,12/9/2011,0.639
2011,12,10,12/10/2011,0.721
2011,12,11,12/11/2011,0.707
2011,12,12,12/12/2011,0.707
2011,12,13,12/13/2011,0.744
2011,12,14,12/14/2011,0.678
2011,12,15,12/15/2011,0.653
2011,12,16,12/16/2011,0.669
2011,12,17,12/17/2011,0.641
2011,12,18,12/18/2011,0.706
2011,12,19,12/19/2011,0.672
2011,12,20,12/20/2011,0.74
2011,12,21,12/21/2011,0.849
2011,12,22,12/22/2011,0.822
2011,12,23,12/23/2011,0.786
2011,12,24,12/24/2011,0.851
2011,12,25,12/25/2011,0.888
2011,12,26,12/26/2011,0.866
2011,12,27,12/27/2011,0.784
2011,12,28,12/28/2011,0.737
2011,12,29,12/29/2011,0.66
2011,12,30,12/30/2011,0.603
2011,12,31,12/31/2011,0.548
2012,1,1,1/1/2012,0.527
2012,1,2,1/2/2012,0.522
2012,1,3,1/3/2012,0.453
2012,1,4,1/4/2012,0.521
2012,1,5,1/5/2012,0.516
2012,1,6,1/6/2012,0.596
2012,1,7,1/7/2012,0.645
2012,1,8,1/8/2012,0.655
2012,1,9,1/9/2012,0.7
2012,1,10,1/10/2012,0.746
2012,1,11,1/11/2012,0.797
2012,1,12,1/12/2012,0.751
2012,1,13,1/13/2012,0.734
2012,1,14,1/14/2012,0.675
2012,1,15,1/15/2012,0.64
2012,1,16,1/16/2012,0.594
2012,1,17,1/17/2012,0.628
2012,1,18,1/18/2012,0.627
2012,1,19,1/19/2012,0.669
2012,1,20,1/20/2012,0.732
2012,1,21,1/21/2012,0.746
2012,1,22,1/22/2012,0.8
2012,1,23,1/23/2012,0.79
2012,1,24,1/24/2012,0.78
2012,1,25,1/25/2012,0.744
2012,1,26,1/26/2012,0.713
2012,1,27,1/27/2012,0.696
2012,1,28,1/28/2012,0.59
2012,1,29,1/29/2012,0.61
2012,1,30,1/30/2012,0.524
2012,1,31,1/31/2012,0.428
2012,2,1,2/1/2012,0.469
2012,2,2,2/2/2012,0.47
2012,2,3,2/3/2012,0.506
2012,2,4,2/4/2012,0.509
2012,2,5,2/5/2012,0.646
2012,2,6,2/6/2012,0.703
2012,2,7,2/7/2012,0.737
2012,2,8,2/8/2012,0.782
2012,2,9,2/9/2012,0.825
2012,2,10,2/10/2012,0.807
2012,2,11,2/11/2012,0.821
2012,2,12,2/12/2012,0.767
2012,2,13,2/13/2012,0.733
2012,2,14,2/14/2012,0.696
2012,2,15,2/15/2012,0.703
2012,2,16,2/16/2012,0.668
2012,2,17,2/17/2012,0.605
2012,2,18,2/18/2012,0.706
2012,2,19,2/19/2012,0.702
2012,2,20,2/20/2012,0.756
2012,2,21,2/21/2012,0.781
2012,2,22,2/22/2012,0.739
2012,2,23,2/23/2012,0.738
2012,2,24,2/24/2012,0.665
2012,2,25,2/25/2012,0.683
2012,2,26,2/26/2012,0.604
2012,2,27,2/27/2012,0.582
2012,2,28,2/28/2012,0.508
2012,2,29,2/29/2012,0.487
2012,3,1,3/1/2012,0.477
2012,3,2,3/2/2012,0.477
2012,3,3,3/3/2012,0.457
2012,3,4,3/4/2012,0.625
2012,3,5,3/5/2012,0.623
2012,3,6,3/6/2012,0.783
2012,3,7,3/7/2012,0.748
2012,3,8,3/8/2012,0.801
2012,3,9,3/9/2012,0.92
2012,3,10,3/10/2012,0.861
2012,3,11,3/11/2012,0.835
2012,3,12,3/12/2012,0.805
2012,3,13,3/13/2012,0.772
2012,3,14,3/14/2012,0.664
2012,3,15,3/15/2012,0.623
2012,3,16,3/16/2012,0.603
2012,3,17,3/17/2012,0.592
2012,3,18,3/18/2012,0.593
2012,3,19,3/19/2012,0.632
2012,3,20,3/20/2012,0.709
2012,3,21,3/21/2012,0.706
2012,3,22,3/22/2012,0.693
2012,3,23,3/23/2012,0.715
2012,3,24,3/24/2012,0.68
2012,3,25,3/25/2012,0.64
2012,3,26,3/26/2012,0.589
2012,3,27,3/27/2012,0.609
2012,3,28,3/28/2012,0.512
2012,3,29,3/29/2012,0.521
2012,3,30,3/30/2012,0.506
2012,3,31,3/31/2012,0.484
2012,4,1,4/1/2012,0.477
2012,4,2,4/2/2012,0.565
2012,4,3,4/3/2012,0.636
2012,4,4,4/4/2012,0.78
2012,4,5,4/5/2012,0.843
2012,4,6,4/6/2012,0.901
2012,4,7,4/7/2012,0.927
2012,4,8,4/8/2012,0.957
2012,4,9,4/9/2012,0.894
2012,4,10,4/10/2012,0.845
2012,4,11,4/11/2012,0.801
2012,4,12,4/12/2012,0.698
2012,4,13,4/13/2012,0.67
2012,4,14,4/14/2012,0.581
2012,4,15,4/15/2012,0.561
2012,4,16,4/16/2012,0.589
2012,4,17,4/17/2012,0.592
2012,4,18,4/18/2012,0.655
2012,4,19,4/19/2012,0.681
2012,4,20,4/20/2012,0.686
2012,4,21,4/21/2012,0.752
2012,4,22,4/22/2012,0.698
2012,4,23,4/23/2012,0.634
2012,4,24,4/24/2012,0.621
2012,4,25,4/25/2012,0.574
2012,4,26,4/26/2012,0.572
2012,4,27,4/27/2012,0.567
2012,4,28,4/28/2012,0.475
2012,4,29,4/29/2012,0.466
2012,4,30,4/30/2012,0.498
2012,5,1,5/1/2012,0.564
2012,5,2,5/2/2012,0.67
2012,5,3,5/3/2012,0.738
2012,5,4,5/4/2012,0.869
2012,5,5,5/5/2012,0.943
2012,5,6,5/6/2012,0.953
2012,5,7,5/7/2012,0.923
2012,5,8,5/8/2012,0.896
2012,5,9,5/9/2012,0.826
2012,5,10,5/10/2012,0.717
2012,5,11,5/11/2012,0.704
2012,5,12,5/12/2012,0.621
2012,5,13,5/13/2012,0.592
2012,5,14,5/14/2012,0.573
2012,5,15,5/15/2012,0.609
2012,5,16,5/16/2012,0.596
2012,5,17,5/17/2012,0.612
2012,5,18,5/18/2012,0.664
2012,5,19,5/19/2012,0.659
2012,5,20,5/20/2012,0.664
2012,5,21,5/21/2012,0.691
2012,5,22,5/22/2012,0.694
2012,5,23,5/23/2012,0.65
2012,5,24,5/24/2012,0.687
2012,5,25,5/25/2012,0.653
2012,5,26,5/26/2012,0.607
2012,5,27,5/27/2012,0.551
2012,5,28,5/28/2012,0.571
2012,5,29,5/29/2012,0.586
2012,5,30,5/30/2012,0.658
2012,5,31,5/31/2012,0.712
2012,6,1,6/1/2012,0.752
2012,6,2,6/2/2012,0.834
2012,6,3,6/3/2012,0.898
2012,6,4,6/4/2012,0.905
2012,6,5,6/5/2012,0.898
2012,6,6,6/6/2012,0.887
2012,6,7,6/7/2012,0.753
2012,6,8,6/8/2012,0.78
2012,6,9,6/9/2012,0.656
2012,6,10,6/10/2012,0.638
2012,6,11,6/11/2012,0.598
2012,6,12,6/12/2012,0.586
2012,6,13,6/13/2012,0.567
2012,6,14,6/14/2012,0.61
2012,6,15,6/15/2012,0.567
2012,6,16,6/16/2012,0.621
2012,6,17,6/17/2012,0.639
2012,6,18,6/18/2012,0.648
2012,6,19,6/19/2012,0.683
2012,6,20,6/20/2012,0.639
2012,6,21,6/21/2012,0.688
2012,6,22,6/22/2012,0.652
2012,6,23,6/23/2012,0.612
2012,6,24,6/24/2012,0.641
2012,6,25,6/25/2012,0.635
2012,6,26,6/26/2012,0.619
2012,6,27,6/27/2012,0.623
2012,6,28,6/28/2012,0.657
2012,6,29,6/29/2012,0.713
2012,6,30,6/30/2012,0.796
2012,7,1,7/1/2012,0.817
2012,7,2,7/2/2012,0.877
2012,7,3,7/3/2012,0.89
2012,7,4,7/4/2012,0.847
2012,7,5,7/5/2012,0.808
2012,7,6,7/6/2012,0.76
2012,7,7,7/7/2012,0.686
2012,7,8,7/8/2012,0.712
2012,7,9,7/9/2012,0.659
2012,7,10,7/10/2012,0.619
2012,7,11,7/11/2012,0.571
2012,7,12,7/12/2012,0.51
2012,7,13,7/13/2012,0.539
2012,7,14,7/14/2012,0.548
2012,7,15,7/15/2012,0.572
2012,7,16,7/16/2012,0.6
2012,7,17,7/17/2012,0.582
2012,7,18,7/18/2012,0.653
2012,7,19,7/19/2012,0.687
2012,7,20,7/20/2012,0.706
2012,7,21,7/21/2012,0.723
2012,7,22,7/22/2012,0.732
2012,7,23,7/23/2012,0.667
2012,7,24,7/24/2012,0.679
2012,7,25,7/25/2012,0.657
2012,7,26,7/26/2012,0.661
2012,7,27,7/27/2012,0.669
2012,7,28,7/28/2012,0.676
2012,7,29,7/29/2012,0.706
2012,7,30,7/30/2012,0.76
2012,7,31,7/31/2012,0.783
2012,8,1,8/1/2012,0.798
2012,8,2,8/2/2012,0.8
2012,8,3,8/3/2012,0.808
2012,8,4,8/4/2012,0.724
2012,8,5,8/5/2012,0.681
2012,8,6,8/6/2012,0.642
2012,8,7,8/7/2012,0.588
2012,8,8,8/8/2012,0.552
2012,8,9,8/9/2012,0.54
2012,8,10,8/10/2012,0.484
2012,8,11,8/11/2012,0.508
2012,8,12,8/12/2012,0.491
2012,8,13,8/13/2012,0.527
2012,8,14,8/14/2012,0.585
2012,8,15,8/15/2012,0.642
2012,8,16,8/16/2012,0.688
2012,8,17,8/17/2012,0.718
2012,8,18,8/18/2012,0.726
2012,8,19,8/19/2012,0.736
2012,8,20,8/20/2012,0.724
2012,8,21,8/21/2012,0.732
2012,8,22,8/22/2012,0.738
2012,8,23,8/23/2012,0.694
2012,8,24,8/24/2012,0.716
2012,8,25,8/25/2012,0.662
2012,8,26,8/26/2012,0.723
2012,8,27,8/27/2012,0.743
2012,8,28,8/28/2012,0.686
2012,8,29,8/29/2012,0.74
2012,8,30,8/30/2012,0.761
2012,8,31,8/31/2012,0.758
2012,9,1,9/1/2012,0.782
2012,9,2,9/2/2012,0.747
2012,9,3,9/3/2012,0.687
2012,9,4,9/4/2012,0.666
2012,9,5,9/5/2012,0.596
2012,9,6,9/6/2012,0.536
2012,9,7,9/7/2012,0.503
2012,9,8,9/8/2012,0.494
2012,9,9,9/9/2012,0.454
2012,9,10,9/10/2012,0.497
2012,9,11,9/11/2012,0.531
2012,9,12,9/12/2012,0.575
2012,9,13,9/13/2012,0.616
2012,9,14,9/14/2012,0.725
2012,9,15,9/15/2012,0.757
2012,9,16,9/16/2012,0.782
2012,9,17,9/17/2012,0.814
2012,9,18,9/18/2012,0.85
2012,9,19,9/19/2012,0.799
2012,9,20,9/20/2012,0.745
2012,9,21,9/21/2012,0.727
2012,9,22,9/22/2012,0.643
2012,9,23,9/23/2012,0.624
2012,9,24,9/24/2012,0.612
2012,9,25,9/25/2012,0.645
2012,9,26,9/26/2012,0.648
2012,9,27,9/27/2012,0.681
2012,9,28,9/28/2012,0.685
2012,9,29,9/29/2012,0.702
2012,9,30,9/30/2012,0.698
2012,10,1,10/1/2012,0.688
2012,10,2,10/2/2012,0.664
2012,10,3,10/3/2012,0.629
2012,10,4,10/4/2012,0.59
2012,10,5,10/5/2012,0.553
2012,10,6,10/6/2012,0.52
2012,10,7,10/7/2012,0.44
2012,10,8,10/8/2012,0.463
2012,10,9,10/9/2012,0.455
2012,10,10,10/10/2012,0.513
2012,10,11,10/11/2012,0.594
2012,10,12,10/12/2012,0.63
2012,10,13,10/13/2012,0.759
2012,10,14,10/14/2012,0.806
2012,10,15,10/15/2012,0.869
2012,10,16,10/16/2012,0.924
2012,10,17,10/17/2012,0.893
2012,10,18,10/18/2012,0.846
2012,10,19,10/19/2012,0.811
2012,10,20,10/20/2012,0.745
2012,10,21,10/21/2012,0.677
2012,10,22,10/22/2012,0.643
2012,10,23,10/23/2012,0.586
2012,10,24,10/24/2012,0.545
2012,10,25,10/25/2012,0.624
2012,10,26,10/26/2012,0.669
2012,10,27,10/27/2012,0.717
2012,10,28,10/28/2012,0.754
2012,10,29,10/29/2012,0.737
2012,10,30,10/30/2012,0.704
2012,10,31,10/31/2012,0.714
2012,11,1,11/1/2012,0.664
2012,11,2,11/2/2012,0.612
2012,11,3,11/3/2012,0.586
2012,11,4,11/4/2012,0.548
2012,11,5,11/5/2012,0.531
2012,11,6,11/6/2012,0.52
2012,11,7,11/7/2012,0.508
2012,11,8,11/8/2012,0.583
2012,11,9,11/9/2012,0.575
2012,11,10,11/10/2012,0.693
2012,11,11,11/11/2012,0.739
2012,11,12,11/12/2012,0.813
2012,11,13,11/13/2012,0.895
2012,11,14,11/14/2012,0.937
2012,11,15,11/15/2012,0.945
2012,11,16,11/16/2012,0.963
2012,11,17,11/17/2012,0.902
2012,11,18,11/18/2012,0.785
2012,11,19,11/19/2012,0.722
2012,11,20,11/20/2012,0.638
2012,11,21,11/21/2012,0.646
2012,11,22,11/22/2012,0.637
2012,11,23,11/23/2012,0.671
2012,11,24,11/24/2012,0.649
2012,11,25,11/25/2012,0.646
2012,11,26,11/26/2012,0.654
2012,11,27,11/27/2012,0.669
2012,11,28,11/28/2012,0.653
2012,11,29,11/29/2012,0.671
2012,11,30,11/30/2012,0.656
2012,12,1,12/1/2012,0.646
2012,12,2,12/2/2012,0.604
2012,12,3,12/3/2012,0.576
2012,12,4,12/4/2012,0.54
2012,12,5,12/5/2012,0.525
2012,12,6,12/6/2012,0.535
2012,12,7,12/7/2012,0.586
2012,12,8,12/8/2012,0.603
2012,12,9,12/9/2012,0.757
2012,12,10,12/10/2012,0.768
2012,12,11,12/11/2012,0.843
2012,12,12,12/12/2012,0.846
2012,12,13,12/13/2012,0.916
2012,12,14,12/14/2012,0.951
2012,12,15,12/15/2012,0.967
2012,12,16,12/16/2012,0.848
2012,12,17,12/17/2012,0.773
2012,12,18,12/18/2012,0.683
2012,12,19,12/19/2012,0.637
2012,12,20,12/20/2012,0.615
2012,12,21,12/21/2012,0.64
2012,12,22,12/22/2012,0.537
2012,12,23,12/23/2012,0.546
2012,12,24,12/24/2012,0.587
2012,12,25,12/25/2012,0.618
2012,12,26,12/26/2012,0.591
2012,12,27,12/27/2012,0.655
2012,12,28,12/28/2012,0.674
2012,12,29,12/29/2012,0.626
2012,12,30,12/30/2012,0.692
2012,12,31,12/31/2012,0.674
2013,1,1,1/1/2013,0.635
2013,1,2,1/2/2013,0.62
2013,1,3,1/3/2013,0.586
2013,1,4,1/4/2013,0.603
2013,1,5,1/5/2013,0.597
2013,1,6,1/6/2013,0.658
2013,1,7,1/7/2013,0.666
2013,1,8,1/8/2013,0.701
2013,1,9,1/9/2013,0.773
2013,1,10,1/10/2013,0.794
2013,1,11,1/11/2013,0.88
2013,1,12,1/12/2013,0.87
2013,1,13,1/13/2013,0.918
2013,1,14,1/14/2013,0.842
2013,1,15,1/15/2013,0.754
2013,1,16,1/16/2013,0.708
2013,1,17,1/17/2013,0.65
2013,1,18,1/18/2013,0.538
2013,1,19,1/19/2013,0.518
2013,1,20,1/20/2013,0.501
2013,1,21,1/21/2013,0.53
2013,1,22,1/22/2013,0.478
2013,1,23,1/23/2013,0.541
2013,1,24,1/24/2013,0.58
2013,1,25,1/25/2013,0.637
2013,1,26,1/26/2013,0.61
2013,1,27,1/27/2013,0.684
2013,1,28,1/28/2013,0.682
2013,1,29,1/29/2013,0.717
2013,1,30,1/30/2013,0.701
2013,1,31,1/31/2013,0.672
2013,2,1,2/1/2013,0.649
2013,2,2,2/2/2013,0.639
2013,2,3,2/3/2013,0.615
2013,2,4,2/4/2013,0.631
2013,2,5,2/5/2013,0.667
2013,2,6,2/6/2013,0.703
2013,2,7,2/7/2013,0.728
2013,2,8,2/8/2013,0.76
2013,2,9,2/9/2013,0.872
2013,2,10,2/10/2013,0.845
2013,2,11,2/11/2013,0.854
2013,2,12,2/12/2013,0.753
2013,2,13,2/13/2013,0.762
2013,2,14,2/14/2013,0.683
2013,2,15,2/15/2013,0.614
2013,2,16,2/16/2013,0.618
2013,2,17,2/17/2013,0.468
2013,2,18,2/18/2013,0.425
2013,2,19,2/19/2013,0.473
2013,2,20,2/20/2013,0.485
2013,2,21,2/21/2013,0.515
2013,2,22,2/22/2013,0.514
2013,2,23,2/23/2013,0.585
2013,2,24,2/24/2013,0.678
2013,2,25,2/25/2013,0.81
2013,2,26,2/26/2013,0.746
2013,2,27,2/27/2013,0.761
2013,2,28,2/28/2013,0.76
2013,3,1,3/1/2013,0.71
2013,3,2,3/2/2013,0.759
2013,3,3,3/3/2013,0.757
2013,3,4,3/4/2013,0.674
2013,3,5,3/5/2013,0.646
2013,3,6,3/6/2013,0.716
2013,3,7,3/7/2013,0.666
2013,3,8,3/8/2013,0.778
2013,3,9,3/9/2013,0.782
2013,3,10,3/10/2013,0.819
2013,3,11,3/11/2013,0.843
2013,3,12,3/12/2013,0.827
2013,3,13,3/13/2013,0.786
2013,3,14,3/14/2013,0.713
2013,3,15,3/15/2013,0.656
2013,3,16,3/16/2013,0.668
2013,3,17,3/17/2013,0.577
2013,3,18,3/18/2013,0.525
2013,3,19,3/19/2013,0.481
2013,3,20,3/20/2013,0.49
2013,3,21,3/21/2013,0.412
2013,3,22,3/22/2013,0.519
2013,3,23,3/23/2013,0.535
2013,3,24,3/24/2013,0.628
2013,3,25,3/25/2013,0.676
2013,3,26,3/26/2013,0.698
2013,3,27,3/27/2013,0.774
2013,3,28,3/28/2013,0.842
2013,3,29,3/29/2013,0.834
2013,3,30,3/30/2013,0.787
2013,3,31,3/31/2013,0.776
2013,4,1,4/1/2013,0.698
2013,4,2,4/2/2013,0.652
2013,4,3,4/3/2013,0.639
2013,4,4,4/4/2013,0.635
2013,4,5,4/5/2013,0.594
2013,4,6,4/6/2013,0.625
2013,4,7,4/7/2013,0.693
2013,4,8,4/8/2013,0.731
2013,4,9,4/9/2013,0.754
2013,4,10,4/10/2013,0.75
2013,4,11,4/11/2013,0.719
2013,4,12,4/12/2013,0.691
2013,4,13,4/13/2013,0.669
2013,4,14,4/14/2013,0.585
2013,4,15,4/15/2013,0.615
2013,4,16,4/16/2013,0.547
2013,4,17,4/17/2013,0.438
2013,4,18,4/18/2013,0.473
2013,4,19,4/19/2013,0.504
2013,4,20,4/20/2013,0.495
2013,4,21,4/21/2013,0.56
2013,4,22,4/22/2013,0.613
2013,4,23,4/23/2013,0.726
2013,4,24,4/24/2013,0.78
2013,4,25,4/25/2013,0.885
2013,4,26,4/26/2013,0.899
2013,4,27,4/27/2013,0.903
2013,4,28,4/28/2013,0.857
2013,4,29,4/29/2013,0.853
2013,4,30,4/30/2013,0.775
2013,5,1,5/1/2013,0.679
2013,5,2,5/2/2013,0.639
2013,5,3,5/3/2013,0.644
2013,5,4,5/4/2013,0.649
2013,5,5,5/5/2013,0.685
2013,5,6,5/6/2013,0.704
2013,5,7,5/7/2013,0.723
2013,5,8,5/8/2013,0.699
2013,5,9,5/9/2013,0.748
2013,5,10,5/10/2013,0.708
2013,5,11,5/11/2013,0.656
2013,5,12,5/12/2013,0.627
2013,5,13,5/13/2013,0.584
2013,5,14,5/14/2013,0.597
2013,5,15,5/15/2013,0.566
2013,5,16,5/16/2013,0.511
2013,5,17,5/17/2013,0.532
2013,5,18,5/18/2013,0.473
2013,5,19,5/19/2013,0.509
2013,5,20,5/20/2013,0.569
2013,5,21,5/21/2013,0.646
2013,5,22,5/22/2013,0.766
2013,5,23,5/23/2013,0.808
2013,5,24,5/24/2013,0.875
2013,5,25,5/25/2013,0.929
2013,5,26,5/26/2013,0.927
2013,5,27,5/27/2013,0.888
2013,5,28,5/28/2013,0.812
